row_id,price,lotsize,bedrooms,bathrms,stories,driveway,recroom,fullbase,gashw,airco,garagepl,prefarea
435,75000.0,5300,4,2,1,yes,no,no,no,yes,0,yes
436,132000.0,7800,3,2,2,yes,no,no,no,no,0,yes
437,60000.0,3520,3,1,2,yes,no,no,no,no,0,yes
438,65000.0,5360,3,1,2,yes,no,no,no,no,2,yes
439,69000.0,6862,3,1,2,yes,no,no,no,yes,2,yes
440,51900.0,3520,3,1,1,yes,no,no,no,no,2,yes
441,57000.0,4050,2,1,2,yes,yes,yes,no,no,0,yes
442,65000.0,3520,3,1,1,yes,no,no,no,no,0,yes
443,79500.0,4400,4,1,2,yes,no,no,no,yes,2,yes
444,72500.0,5720,2,1,2,yes,no,no,no,yes,0,yes
445,104900.0,11440,4,1,2,yes,no,yes,no,no,1,yes
446,114900.0,7482,3,2,3,yes,no,no,yes,no,1,yes
447,120000.0,5500,4,2,2,yes,no,yes,no,yes,1,yes
448,58000.0,4320,3,1,2,yes,no,no,no,no,2,yes
449,67000.0,5400,2,1,2,yes,no,no,no,no,0,yes
450,67000.0,4320,3,1,1,yes,no,no,no,no,0,yes
451,69000.0,4815,2,1,1,yes,no,no,no,yes,0,yes
452,73000.0,6100,3,1,1,yes,no,yes,no,yes,0,yes
453,73500.0,7980,3,1,1,yes,no,no,no,no,1,yes
454,74900.0,6050,3,1,1,yes,no,yes,no,no,0,yes
455,75000.0,3800,3,1,2,yes,yes,yes,no,no,1,yes
456,79500.0,5400,5,1,2,yes,yes,yes,no,yes,0,yes
457,120900.0,6000,3,2,4,yes,yes,yes,no,yes,0,yes
458,44555.0,2398,3,1,1,yes,no,no,no,no,0,yes
459,47000.0,2145,3,1,2,yes,no,yes,no,no,0,yes
460,47600.0,2145,3,1,2,yes,no,yes,no,no,0,yes
461,49000.0,2145,3,1,3,yes,no,no,no,no,0,yes
462,49000.0,2610,3,1,2,yes,no,yes,no,no,0,yes
463,49000.0,1950,3,2,2,yes,no,yes,no,no,0,yes
464,49500.0,2145,3,1,3,yes,no,no,no,no,0,yes
465,52000.0,2275,3,1,3,yes,no,no,yes,yes,0,yes
466,54000.0,2856,3,1,3,yes,no,no,no,no,0,yes
467,55000.0,2015,3,1,2,yes,no,yes,no,no,0,yes
468,55000.0,2176,2,1,2,yes,yes,no,no,no,0,yes
469,56000.0,2145,4,2,1,yes,no,yes,no,no,0,yes
470,60000.0,2145,3,1,3,yes,no,no,no,no,1,yes
471,60500.0,2787,3,1,1,yes,no,yes,no,no,0,yes
472,50000.0,9500,3,1,2,yes,no,no,no,no,3,yes
473,64900.0,4990,4,2,2,yes,yes,yes,no,no,0,yes
474,93000.0,6670,3,1,3,yes,no,yes,no,no,0,yes
475,85000.0,6254,4,2,1,yes,no,yes,no,no,1,yes
476,61500.0,10360,2,1,1,yes,no,no,no,no,1,yes
477,88500.0,5500,3,2,1,yes,yes,yes,no,no,2,yes
478,88000.0,5450,4,2,1,yes,no,yes,no,yes,0,yes
479,89000.0,5500,3,1,3,yes,no,no,no,no,1,yes
480,89500.0,6000,4,1,3,yes,yes,yes,no,no,0,yes
481,95000.0,5700,3,1,1,yes,yes,yes,no,yes,2,yes
482,95500.0,6600,2,2,4,yes,no,yes,no,no,0,yes
483,51500.0,4000,2,1,1,yes,no,no,no,no,0,yes
484,62900.0,4880,3,1,1,yes,no,no,no,no,2,yes
485,118500.0,4880,4,2,2,yes,no,no,no,yes,1,yes
486,42900.0,8050,2,1,1,yes,no,no,no,no,0,no
487,44100.0,8100,2,1,1,yes,no,no,no,no,1,no
488,47000.0,5880,3,1,1,yes,no,no,no,no,1,no
489,50000.0,5880,2,1,1,yes,no,no,no,no,0,no
490,50000.0,12944,3,1,1,yes,no,no,no,no,0,no
491,53000.0,6020,3,1,1,yes,no,no,no,no,0,no
492,53000.0,4050,2,1,1,yes,no,no,no,no,0,no
493,54000.0,8400,2,1,1,yes,no,no,no,no,1,no
494,58500.0,5600,2,1,1,yes,no,no,no,yes,0,no
495,59000.0,5985,3,1,1,yes,no,yes,no,no,0,no
496,60000.0,4500,3,1,1,yes,no,yes,no,no,0,no
497,62900.0,4920,3,1,2,yes,no,no,no,no,1,no
498,64000.0,8250,3,1,1,yes,no,no,no,no,0,no
499,65000.0,8400,4,1,4,yes,no,no,no,no,3,no
500,67900.0,6440,2,1,1,yes,no,no,no,yes,3,no
501,68500.0,8100,4,1,4,yes,no,yes,no,yes,2,no
502,70000.0,6720,3,1,1,yes,no,no,no,no,0,no
503,70500.0,5948,3,1,2,yes,no,no,no,yes,0,no
504,71500.0,8150,3,2,1,yes,yes,yes,no,no,0,no
505,71900.0,4800,2,1,1,yes,yes,yes,no,no,0,no
506,75000.0,9800,4,2,2,yes,yes,no,no,no,2,no
507,75000.0,8520,3,1,1,yes,no,no,no,yes,2,no
508,87000.0,8372,3,1,3,yes,no,no,no,yes,2,no
509,64000.0,4040,3,1,2,yes,no,no,no,no,1,no
510,70000.0,4646,3,1,2,yes,yes,yes,no,no,2,no
511,47500.0,4775,4,1,2,yes,no,no,no,no,0,no
512,62600.0,4950,4,1,2,yes,no,no,no,yes,0,no
513,66000.0,5010,3,1,2,yes,no,yes,no,no,0,no
514,58900.0,6060,2,1,1,yes,no,yes,no,no,1,no
515,53000.0,3584,2,1,1,yes,no,no,yes,no,0,no
516,95000.0,6000,3,2,3,yes,yes,no,no,yes,0,no
517,96500.0,6000,4,2,4,yes,no,no,no,yes,0,no
518,101000.0,6240,4,2,2,yes,no,no,no,yes,1,no
519,102000.0,6000,3,2,2,yes,yes,no,no,no,1,no
520,103000.0,7680,4,2,4,yes,yes,no,no,yes,1,no
521,105000.0,6000,4,2,4,yes,yes,no,no,yes,1,no
522,108000.0,6000,4,2,4,yes,no,no,no,yes,1,no
523,110000.0,6000,4,2,4,yes,no,no,no,no,2,no
524,113000.0,6000,4,2,4,yes,no,no,no,yes,1,no
525,120000.0,7475,3,2,4,yes,no,no,no,yes,2,no
526,105000.0,5150,3,2,4,yes,no,no,no,yes,2,no
527,106000.0,6325,3,1,4,yes,no,no,no,yes,1,no
528,107500.0,6000,3,2,4,yes,no,no,no,yes,1,no
529,108000.0,6000,3,2,3,yes,no,no,no,yes,0,no
530,113750.0,6000,3,1,4,yes,yes,no,no,yes,2,no
531,120000.0,7000,3,1,4,yes,no,no,no,yes,2,no
532,70000.0,12900,3,1,1,yes,no,no,no,no,2,no
533,71000.0,7686,3,1,1,yes,yes,yes,yes,no,0,no
534,82000.0,5000,3,1,3,yes,no,no,no,yes,0,no
535,82000.0,5800,3,2,4,yes,no,no,no,yes,0,no
536,82500.0,6000,3,2,4,yes,no,no,no,yes,0,no
537,83000.0,4800,3,1,3,yes,no,no,no,yes,0,no
538,84000.0,6500,3,2,3,yes,no,no,no,yes,0,no
539,85000.0,7320,4,2,2,yes,no,no,no,no,0,no
540,85000.0,6525,3,2,4,yes,no,no,no,no,1,no
541,91500.0,4800,3,2,4,yes,yes,no,no,yes,0,no
542,94000.0,6000,3,2,4,yes,no,no,no,yes,0,no
543,103000.0,6000,3,2,4,yes,yes,no,no,yes,1,no
544,105000.0,6000,3,2,2,yes,yes,no,no,yes,1,no
545,105000.0,6000,3,1,2,yes,no,no,no,yes,1,no
